Annotation Results of RA Expanded Metagenomic Datasets																																																																																											
Species	RAF101	RAF102	RAF106	RAF107	RAF111	RAF112	RAF113	RAF116	RAF117	RAF120	RAF122	RAF123	RAF124	RAF125	RAF126	RAF127	RAF128	RAF129	RAF131	RAF132	RAF135	RAF137	RAF138	RAF139	RAF140	RAF142	RAF143	RAF146	RAF147	RAF149	RAF150	RAF151	RAF153	RAF158	RAF159	RAF160	RAF161	RAF166	RAF167	RAF170	RAF174	RAF177	RAF179	RAF180	RAF184	RAF185	RAF186	RAF187	RAF25	RAF44	RAF58	RAF61	RAF63	RAF68	RAF71	RAF74	RAF75	RAF77	RAF78	RAF79	RAF80	RAF81	RAF84	RAF86	RAF87	RAF88	RAF89	RAF90	RAF92	RAF95	RAF96	RA10	RA11	RA12	RA13	RA14	RA15	RA16	RA17	RA18	RA1	RA2	RA3	RA4	RA5	RA6	RA7	RA8	RA9	RA19	RA20
Ruminococcus_torques	0.10365	0.27465	0.23397	0.01004	0.60705	0	0.03354	0.57318	0	0	0	0	0.35917	0.03435	0	0	0.00506	0	0.03503	0	0	0	0	0.01285	0.30519	0.01441	0	0	0.06403	0.30568	0.42933	0.10264	0	0.45083	0	0.01725	0.54316	0	0.34981	0.09718	0.02384	0.03575	0.3452	0	0.13043	0.00824	0	0.00453	0	0.85848	0.23188	0.07428	0	7.0706	0.02229	0.88513	0.06821	0.07249	0	0	0	0.02912	0.06788	6.5812	0.03199	0.24801	0.06383	0	0	0	1.07965	3.13459	3.75473	0.15688	0.12465	3.28871	1.17986	0.41145	0.58962	0.16623	4.80026	3.62234	0.76997	0.47565	1.67539	1.94132	0.70754	0.50098	0.14636	7.07523	3.79433
Eubacterium_sp_CAG_38	0.22185	0	0.83595	0	0	0	0	0.58644	0	0	0.29958	6.63326	0.31603	0.08418	0	0	0	0	0.00447	0	1.81734	0.03856	1.12728	0.03094	0.00909	0.04114	0.23157	0	0	0	0.07257	0.01118	0	0.21303	0.01493	0	0	0	0.4223	1.93522	0.11904	0	0.01429	0.17356	0.01532	0.25552	0.03868	0.02167	0	0.00935	0.38954	0	0	5.19467	0.03621	0.56878	2.17215	0.08223	0.01991	0	10.24295	0.02661	0	0.64135	0.00149	0	0	0.11864	0	0.97267	7.83226	0.00547	0.00777	0	0.0315	2.26787	0.94533	0	0	0.23237	0.06811	0.01159	0.00613	0.0162	0.19351	0.01003	0.00778	0.11262	0.01554	0	0
Coprococcus_sp_CAG_782	0.01078	0	0	0	0	0	0	0	0.47062	0	0	0	0	0	0	0	0	0	0	0	0	16.79165	0	0.12508	0	0	0	0	0	0	0	27.09403	0	0.13087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23628	0	0	0	0	0	0	0	0	0	0	0	1.34778	0	0	0	0	0	0	0	0	0	0	0	0	1.23889	0	0	0	0	0	0	0	0.02345	0	0	0	0	0	0	0	0	0	0
Anaerostipes_hadrus	0.01758	0.15635	0.57476	0	1.1438	0.00698	0.00911	0	0.00893	0.02399	5.42671	1.80402	0.51146	0.28019	0	0.04381	0	0	0.03123	0.03972	0	0	0.32596	0	0.00549	0.08178	0.02113	0.00073	0.64856	5.71798	0.10535	0	0.00402	0.00651	0	0.00609	0.32158	0.03954	0.38115	0.17494	0	0.72527	0.09319	0.41629	0.30485	0.11711	0	0.02061	0.53721	0.41365	0.03938	0.00944	0.28045	0.07631	0.01512	1.00687	0	0.30365	0.00607	0.00217	0	0.01025	0.35063	1.04204	0	0.00044	0.004	0.00529	0.61201	0.01754	0.96907	0.87133	1.82512	0.28304	0.26511	4.11233	2.28633	0.7624	1.71742	0.36875	0.3537	0.98785	3.20593	0.80507	0.97564	0.72738	0.31103	0.59932	0.44599	2.68784	0.80515
Eubacterium_siraeum	0	0	0.01284	0.01753	0.28718	0	0	0	0.16315	0.00417	0	0	0.08789	0.07469	0	0	0.34676	0	0	0	0	11.89974	0	0.25063	0	0.01763	0	8.58695	0	0	0	7.83909	0.00502	1.91652	0.28078	0	0.00188	0	0	0	0	0.00385	0.01268	0	0	0	0	7.85478	0	0.43881	0	1.53508	1.93788	0	0.0223	0	0	0	0	0	0	0.76778	0	0	0.08713	0	0.07526	0.22783	0	0	0	0.1592	0.09647	0	0	0	0	0	0.64981	0	0	0.11564	0	0	0	0.048	0.00577	0.08746	0	0	0
Eubacterium_sp_CAG_581	0	0	0	0	0	0	0	7.76631	13.01819	0	0	0	0	0	0	0	0.03416	0	0	0	0	0	0	0	0.80147	0	7.5555	0	0	0	0	0	0	0	0	0	0	0	0.36438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11273	0.01496	0.50636	0	0	0	0	12.70183	1.94723	0	0	0.12548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02966	0.46874	0	0	0
Fusicatenibacter_saccharivorans	0.03056	0.52424	1.11784	0.00079	1.20645	0	0.66121	0.01297	0.15526	0.00842	0.17214	0	0.72245	0.06643	1.13244	0.11811	0.00738	0.00343	0.12264	0	0.00359	0	0.53058	0	0.08829	0.02342	0.14615	0.01653	0.07816	2.55775	0.14697	0	0.10392	0.10198	0.02943	0.11792	0.07437	0.0009	0.1746	0.33696	0.01284	0.30301	0.16719	0.746	0.03165	0.0357	0	0.09938	0.53828	2.3549	0.04887	0	0.10319	1.21166	0.07706	1.22964	0.73631	0.05065	0.06335	0	0	0.01534	0.09459	1.80397	0	0.00785	0.02966	0	0.28252	0.06242	0.55903	0.62094	0.3284	2.12418	0.31046	1.3214	0.91743	2.18684	0.93943	0.95887	1.17381	1.87772	3.45968	0.76317	0.33519	2.26769	0.15101	1.52643	0.0698	2.06085	1.19576
Firmicutes_bacterium_CAG_176	16.22334	0	0	0	0	0	0	0	0.24719	1.1062	0	0	0.90672	0	0	0	0	0	0.60761	0	0	0.35552	0	0	3.48247	0	0	0	0	0	0	0.29671	0	0.30282	0	0	0	0	0	0	0	0	2.86457	0	0	0.28734	0	0.91048	0.01041	0	0	0	0	0	0	0	0	0	0	2.96121	0	0.00279	0	0	0.00673	0	0	0.26285	0	0	0	0.02975	0.10015	0	0.12062	3.17982	0.43734	0	0	0.08566	0	0	0	0	1.50551	0	0.00398	0.04482	5.9312	0	0
Parabacteroides_merdae	0.02798	0.00625	0.15079	0.31276	0.29474	0	0.00713	0.04274	0.11722	0.32701	0	0.92798	0.99774	0.67037	0	0.10192	0.07988	0.39347	0.23776	0.00644	0.23018	0.01769	0.73665	0.5706	0.62014	2.28922	0.13965	0.03023	1.76863	0	0.52016	0.00422	0.29659	1.06232	0.03963	0.04519	0	0.44561	1.84667	0	0.136	0	0.50345	0	0.73309	0.38804	11.03404	0.10428	0.12788	0.42513	0	0.09346	5.68877	0.01034	0.08461	0.06813	0	0	0.06661	0.04591	0.12311	0.00402	0.19946	0.0311	0.03086	0.08743	0	0.52172	0	1.56709	0	0.10762	0.08473	0.25374	0.24417	0.08612	0	0.3068	0.63169	0.11499	0.13738	0.4574	0.03407	0.08972	0	0.44333	0.01606	0.06353	0.25109	0.16871	0
Eubacterium_hallii	0.00465	0.12948	0.36721	0	0.39676	0	0.01521	0.01205	0.01548	0.07744	0	0	0.72961	0	0	0.02633	0	0.01479	0.42841	0	0	0.01706	0.27218	0.12166	0.02897	0	0.12528	0	0.26248	0.19616	0.05122	0.01344	0	0	0	0.00188	0.03823	0	0.14977	0	0.06176	0.1688	0.01506	0	0.18597	0.03671	0	0.01085	0.32221	0.7868	0.00527	0	0.18205	0.32679	0.02763	0.86192	0	0.00684	0	0	0	0.00033	0.19105	3.7166	0	0.03182	0	0	0.0363	0	0.95366	1.29033	2.61845	0.01042	0.93572	0.60462	1.61485	0.85989	1.23179	0.84574	1.18683	1.96954	4.38029	4.0488	2.70073	1.69086	0.25292	2.10538	0.9784	1.94462	0.78322
Klebsiella_variicola	0	0	0	0	0	0.10334	0.35597	0	0	0	0	0	0	0	0	0	0.03055	0	8.73657	0	0.02907	0	0	0	0	0	0	0.00572	0.40305	0	0	0	0.20205	0	0	1.7732	0.31857	0	0	0	0.06679	0	0.01924	0	0	0	0.20429	0	0	0	0	0.27652	0.05832	0.45684	0.1004	0.35039	0	1.49736	0	0.02083	0	0	0	0.00731	0	0.06983	0	1.29504	0	0.07435	0	0	0.0531	0.81009	0.00423	0	0	0	0	22.22075	0	0	0	0	0	0	0.09126	0.04187	0.0065	0	0
Coprococcus_eutactus	0.05132	0	0.63906	0	0	0	0	1.2517	0	0	0	0	1.34946	9.95931	0	2.69609	0	0	0.907	0	0	0.00091	0	3.92197	0.03593	0	2.32777	0	0	0	0.00272	0.20066	0	0	0	1.75067	0.01592	0	0	0	0	0	0.11667	0	0	0.64913	0	1.04725	0	0	0.25302	0	0	0	0	0.12702	0	0	0.603	4.2368	0	0	0	0.72613	0	0.00455	0	0.22768	0	0	0	1.59018	0.01028	0.0491	0	0.05216	0.48368	0	0	1.32346	0.0005	0	0	0	0	1.46396	0	0	0	0	0
Akkermansia_muciniphila	1.61796	0	0	0	0	0	0	2.91164	0.86187	2.25365	0	0	0.0003	0.34215	0	0	0.12958	0	0	0	0	0	0	0	0	0	0.05251	0	0	0	0	0	0.07815	0.69218	0	0.01155	0	0	0	0	0	0	0.0848	0	0	0	0	0.02279	0	0	0	0	0	0	0	0	0.1712	0	0	0	0	0	0	0.32242	0	0	0	0	0	0	0	1.41023	15.3704	0	0.53514	0.0415	0	0	0.66237	0.01328	0	0	6.24852	0.39303	0.07303	0	0.00024	0	3.45787	0	0
Clostridium_sp_CAG_138	0.03303	0	0.00188	0	0	0	0	0	1.29562	8.89054	0	0	0.07102	0.00864	0	0	0	0	0.15732	0	0	4.0154	0	9.7509	2.42709	0	1.17599	0	0	0	0	3.129	0.64312	0.48886	0	0.17101	0	0	0	0	0	0	0.14912	0	0	0	0	0	0	0	0.12192	0	0	0	0	0	0	0	0	0.03963	0	0.02452	0	0	0	0	0	0.00606	0	0	0	0	0.09792	0	0.0061	0	0.91532	0	1.25751	0.00402	0.14013	0	0	0	0	0.60277	0.10121	1.12841	0	0	0
Clostridium_sp_CAG_217	0.01572	0	0	0.63545	0	0	0.62194	0.73297	0	0.45746	2.44533	0	0.00892	0.0838	0	0.44524	0.05931	0	0	0	0	0	0	0.95927	0	0.12536	0.721	0	0	0	0	0	0	0.01638	0	0	0	0	0.04455	0	0.11927	0	0	0	0.49205	0	0	0.63349	0	0	0	0.18428	0	0	0.00138	1.07147	0	0	0.20465	0.58991	0	5.31921	0.24412	0.31772	0.47215	0.11048	0	0	0	0	0	5.64288	1.18679	0.007	0	0.4462	0.39813	1.59386	2.86281	0	3.00442	0	0	0	0	3.15735	0	0	0	0	0
HA0030	0.0245	0.14573	0.22264	0.0675	0.16809	0	0.00844	0.01198	0.01715	0.01038	0.01593	0	0.43929	0.00592	1.91723	0.0327	0	0.06908	0.52012	0	0.0682	0.0025	0.08287	0.0186	0.00372	0.04027	0.00668	0.00093	0.19575	0.36319	0.14165	0.00183	0.02977	0.0133	0.01682	0.00312	0.04155	0.00912	0.13942	1.3467	0.03047	0.00578	0.10558	1.23658	0.04351	0.18576	0	0.04543	1.67532	0.72465	0.02852	0	0	0.00035	0.04971	0.81356	0.07975	0.05545	0.00369	0	0	0.00299	0.00512	0.20506	0	0	0	0.00176	0.02279	0	0.05493	1.24453	0.79891	1.11063	0.74653	1.32679	0.81455	0.5061	0.4586	0.49637	0.36843	3.36936	1.66836	3.12719	1.81726	1.09031	0.25999	1.19787	3.36486	0.18957	2.36528
Barnesiella_intestinihominis	0	0	0.10645	0.14637	0	0	0	0.3672	0.02013	0.14115	0	0	2.6694	0	0	0.28814	0.01278	0	0.99048	0.0391	1.13361	1.9838	0	0.091	0.68189	1.09276	1.06336	0.8872	1.7484	0	0.56901	1.47762	1.5728	0.26708	0.20572	0.02922	0	0.01494	0	0	3.90471	0	0.76624	0	0.67373	0.18326	0.00033	1.74828	0.01134	1.41351	0	0.03238	0.01073	0	0.03087	0	0	0.08195	0	0.849	0	0.00124	0.04432	0	0.01007	0.46031	0.39847	0.92565	0	0	0	0.0663	0.62181	0	0.44437	0.40321	0.31503	0.12562	0.52923	0.06966	0.85183	0	0	0.05826	0.03629	0.26084	0.09797	1.74522	0.15567	0	0.28649
Parabacteroides_distasonis	0.02879	0.00162	0.03224	0.08824	0.33792	0.34866	0.02597	0.03072	0.35654	0.09353	0.06597	1.45888	0.44733	0.36006	0	0.01423	0.06828	0.37146	0.0687	0	0.47745	0.07533	3.28699	0.27142	0.41487	0.07207	0.22051	0.05298	1.30042	0	0.31333	0.06671	0.06442	0.10162	0.08571	0.00866	0.73369	0.28703	4.78918	0.8399	0.1311	0.16647	0.61023	0	0.99748	0.12482	0.0644	0.12232	0.18528	0.06981	0	2.71067	0	0.0076	0.05064	0	0.78726	0.14754	0.14927	0.01138	2.82485	0.00707	0.03548	0.00387	0.03862	0.0235	0.13131	0.24225	0.96366	0.9767	0.09173	0.02428	0.36167	0.52476	0.11166	0.16677	0.68917	0.21746	0.34858	0.0437	0.38504	0.04821	0.04736	0.02768	0.93244	1.02304	0.05992	0.16755	0.10768	0.41817	0.48098
Dorea_longicatena	0.30674	0.17416	0.56366	0.02582	0.41402	0	0.24948	0.11649	0.21838	0.08417	0.14373	0	0.8736	0.13807	0	0.41226	0	0.03616	0.49515	0	0.01348	0.00873	0.01035	0	0.58683	0.01835	0	0	0	0.3885	0.06369	0.02675	0	0.06663	0.03719	0	0.10566	0.01324	0	0.25193	0	0.02556	0.16248	0	0.03872	0.08154	0	0.04951	0.03582	2.71388	0.08486	0	0.00371	0.52264	0.32092	0.38987	0	0.26664	0	0.00245	1.55703	0.12422	0.15293	0.93701	0.03886	0.00748	0	0.01926	0.21113	0	0.45383	1.41707	0.96956	1.02787	2.10921	3.13582	1.33162	0.07617	2.97142	0.92391	0.68812	2.7231	0.59412	0.46031	0.69986	0.33105	0.33049	0.77092	0	0.28689	1.91823
Bacteroides_coprophilus	0	0	0	0	0	0.34427	0	0	0	0	2.65191	0	0.62541	0	0	3.55404	0	5.13288	0	0.53763	0	0	0	0	0	3.90057	0	0	0	0.13499	0	0	0	0	0	0	0	0	0	3.16545	1.54753	0	0.1542	0	0	0.25921	0	1.98993	1.05657	0	0.22836	0	0	0	0	0	0	3.97696	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08083	0.17441	0.26171	0.46079	0.76761	0.1927	0	0.36695	0.33403	0	0	0	0	0	0	0	0.02711	0	0	0
Firmicutes_bacterium_CAG_103	0.31208	0	0.05422	0.67143	0.51863	0	0	0.07785	0.02235	0	0.96216	0	0.06003	0.45122	0	0.08801	0	0.07566	0.07589	0	0	0.04155	0	0.30246	0.65426	4.10171	0.09972	0	0	0	0.0155	0.03687	0.01576	0.4929	0.84979	0.02356	3.89495	0	0	0.37847	0.01522	0	0.00307	0	0.04127	0.46368	0	0.03795	0	0.28205	0.02493	0.00931	0	0	0.15507	0	0	0.0055	1.69485	0.00374	0	0.00639	0	0.00845	0	0.01546	0	0.16914	0	0.36035	0.00488	2.11473	0.91445	0.05927	0.16097	0.09507	2.81527	0.00517	0.37928	0.17818	0.14036	0.22145	0.03441	0.05336	0.53734	0.93434	0.51034	3.42002	0.78479	0	0
Phascolarctobacterium_faecium	0	0	0	0	0	0.42935	0.12346	0.02855	0.0417	0.77021	0.02039	0.00884	0.19944	0.81348	1.2367	0.6051	0.04082	0.02726	0	0.06011	2.78139	0.005	0.1273	0	0	0	0	0.15667	0	0	0.12821	0.00564	0.25491	0.02051	0.18748	0.16115	0	2.66774	0	0.46546	0.00969	0.40621	0	0	2.09868	0.00098	0.00117	0.32248	0.29592	0	0	0.10038	0.75636	0.11371	0	0	2.9957	0.06243	0.00304	0.10572	0	0	4.66812	0.028	0	0	0.43727	2.08845	0.69767	0	0	0.00894	0	0.18369	0	0.1298	0.05051	1.3834	0.08637	0	0.03338	0.00606	0.01794	0	0.17272	0.00484	0.01888	0.15897	0.03171	0	0.18193
Faecalibacterium_sp_CAG_74	0.03869	0	0.02355	0.00982	0	0	0	0	0.37758	0.09812	0	0	0.18127	2.49843	0	1.03232	0	0	0.02115	0	0	0.31169	0	0.01971	0	0	0.15474	0	0.17596	0	0	0.10494	0.25416	0.47949	0	0.0094	0	0	0	0	0	0	0.91324	0	0	0	0	0.15833	0.17203	0.10434	0	0.00902	0	0	0.34018	0	0	0	0	0.87936	0	0	0	0.13464	0.04583	0	0	0.25942	0	0	0	0	0.0569	0.02173	0.05604	8.34878	0.04007	0	2.62949	0.76122	4.16569	0	0.22633	0.12641	0	1.92122	0.0494	0.5056	0	0	0
Eubacterium_sp_36_13	0.14318	0	0.03584	0	0.53821	0	0	0.30605	0.35275	0	0	0	1.11815	0.71426	0	0	0	0	0.00917	0	0	0.68551	0	0	0.04217	0	0.85798	0.1134	0	0.49036	0.15534	8.17144	0.1344	0.0163	0	0	0.055	0	0.00485	0	0.07821	0	0.04028	5.94724	0.11314	0	0	1.7616	2.41817	0.02782	0	0	0	0	0.09153	0.07009	0	0.00186	0	0	0	0	0	0.01586	0	0	0.73546	0.02927	0	0.48341	0	0.02083	0.00286	0.14837	0.00521	0.46014	0.27606	0.06829	0.13736	0.07191	0.2228	0	0	0	0.08882	0.02968	0.00829	0.16613	0	1.0615	0
Odoribacter_splanchnicus	0.02196	0	0.08534	0.11297	0.35636	0	0	0.07731	0.02055	0.15401	0	0	1.50126	0.13463	0	0.05857	0.03579	1.49627	0.56096	0	0	0.20205	0	0.98786	2.83852	0.07521	0.50228	0	1.11867	0	2.32793	0.55294	0.72415	0.00573	0.03536	0.03934	0.02946	0.03723	0	0	1.79525	0	0.38293	0	0.73577	0.40053	0	1.39517	0.07853	0.18085	0	0.21511	0	0.00953	0.03535	0.02834	0	0	0.01387	0.46361	0	0.00157	0	0	0.00312	0.0243	0.24	0.2712	0	2.40758	0	0.25611	0.35725	0	0.2963	0.7627	0.14551	0.11048	0.33359	0.07499	0.31689	0.01411	0.00486	0.00751	0.33862	0.37326	0.07254	0.71885	0.13148	0	0.27475
Ruminococcus_lactaris	0.52287	0	0.4126	0.07708	0.71809	0	0	0.47916	0	0	4.54715	0	0.40454	0.56964	0	2.17814	0	0	0	0.00388	0	0.24803	0	0	0.37957	0	0	0	0.14398	0.36497	0.22617	0.16476	0.12675	0.18482	0	0.22556	0.07922	0	0	0	0.04954	0	0	0.0434	0	0	0	0.1526	0	0.00024	0	0	0	0	0.43613	0	0	0	0	0	0	0	0	0.28285	0	0	0	0	0	0	0	0	2.31894	0.80317	1.34974	1.07573	0	0.65217	1.48341	0	1.98168	0	0.66426	0.05935	0.00039	0	0.21849	2.74306	0	0	0.87121
Ruminococcus_sp_CAG_177	0.01776	0	0.02084	0.10858	0	0	0.01408	0	0	1.62084	0	0	0.16276	0.08318	0	0	0	0.27005	0.02626	0	0	0.7055	0	1.72795	0	1.41257	0.21705	0	4.65865	0	0	0	1.15783	2.8583	0	0.74793	0	0	0	0	0	0	0.06086	0	0	0.22587	0	0.11983	0	0	0.14366	0	0	0	0	0	0	0	0.70534	0	0	0.91148	0	0	0.07867	0.04041	0	0.12731	0	0	0	0.0577	0.89709	0	0.04931	0	1.94356	0	0	0	0.08842	0.45054	0.22347	0.1451	2.53749	0	0	0	0.92263	0	0
Bacteroides_thetaiotaomicron	0	0	0.02994	0	0.28887	2.8405	0	0.08283	0	0.00277	0.03111	2.88705	0.03425	0.40423	0.4199	0	0.24415	0.69292	0.02506	0.01623	0.32263	0	2.75551	0	0.13457	0.16423	0.33411	0.02813	0.82335	0.00857	0.35595	0	0.06881	0	0.00825	0.00231	0.1375	0.6586	0.46963	0.30366	0.19485	2.88186	0.09457	0	0.02653	0.08829	0	0.02695	0.47228	0.17236	0	0.08469	0	0.00183	0.00798	0.02711	0.87659	0.03877	0.04916	0	0.31897	0	0.01493	0.01616	0	0.01553	0.00222	0.09137	1.12581	1.8647	0.20391	0.00415	0.04542	0.00983	0.10796	0.00443	0.07667	0.22327	0.30106	0.02981	0.00917	0.01069	0	0.00129	0.05939	0.13581	0.01574	0.15071	0.09832	0.17634	0.049
HA0432	0.01987	0	0.02162	0.02115	0.05362	0	0.0016	0.0337	0.00068	0.00266	0.00576	0	0.06418	0.09229	0.66436	0.04818	0.00455	0	0.00279	0.00057	0.0049	9.96282	0.00881	0.02961	0.00049	0.11248	0.02286	0.00291	0.00276	0.00087	0.10837	0.0215	0.00252	0.8241	0.00556	0.02016	0.01098	0	0.00096	0.04254	0.05192	0	0.00714	0	0.00145	0.00089	0	0.00674	0.04073	0.00046	0.00462	3.04894	0	0.00245	0.00945	0.00414	0.00777	0	0.0358	0.00279	0.01256	0.03558	0.00213	0.13374	0.01173	0	0.00139	2.99011	0	0.00377	0.01174	1.55761	0.13119	0.00902	0.15881	0.01037	0.03129	0.01006	0.00314	1.36029	0.0048	0.01036	0.00391	0.00547	0.56009	0.02402	0.00205	0.02386	0.001	0.00057	0.00389
Bacteroides_finegoldii	0	0	0.04741	0.11137	0	0.66487	0.00916	0.07074	0	0	0	2.72864	0.01774	0	0	0.04302	0	0.0594	0.05145	0.1344	0.41598	0.00432	0	0	0.05781	0	0	0.14392	0.54155	0	0.09883	0	0.13968	0	0.05853	0.08981	0	0	0.64444	0	1.10243	0	0.37135	0	1.49563	0.02438	0	0.07732	0.71011	0	0	0.06829	10.78628	0	0.00381	0	0.1298	0	0	0.00324	0	0	0	0.02044	0.00355	0.00264	0.38447	0.94297	0	0	0	0.01607	0	0	0.08425	0	0	0.04153	0.02785	0	0.03525	0	0	0	0	0	0.00735	0.0624	0.00089	0	0.08004
HA0437	0.36431	0.10064	0.15168	0.29309	0.26421	0.00124	0.15697	0.49147	0.0453	0.04579	0.41919	0	0.11543	0.29795	0.04713	2.22898	0.03735	0.05606	0.11083	0.17539	0.21625	0.14832	0.323	0.04512	0.18633	0.10945	0.1393	0.09783	0.14801	1.55871	0.17284	0.37801	0.03964	0.07594	0.68501	0.12005	0.25021	0.06448	0.36634	0.53775	0.04176	0.38245	0.05776	0.45681	0.19494	0.08666	0.01525	0.06812	0.10794	0.04846	0.03482	0.38479	0.09401	0.06223	0.55585	0.22755	0.4589	0.18436	0.27979	0.11408	0.0058	0.1405	0.1345	0.26475	0.03678	0.05192	0.57097	0.0649	0.56705	0.13539	0.57532	0.05034	0.17399	0.59253	0.58294	0.2994	0.30066	0.3387	0.20791	0.12219	0.35151	0.0625	0.05128	0.07967	0.08135	0.08384	0.03213	0.14773	0.01448	0.20563	0.43148
Bacteroides_massiliensis	0.1115	0	0.00987	0.23907	0	0	0.03356	0.33086	0.33932	0.72475	0	0	1.43748	0	0	0	1.92363	0	0.25063	0	0	0	0	0	0.14426	0.0022	0	0	0	0	0.61647	0	0.5286	0.06266	0.10123	0	0	0.01873	0	0	0.9168	0.00301	0	0	0.57524	0	0	0	0	0.2089	0	0.04402	0	0	0	0	4.0531	0	0.19213	0.00339	0	0.05514	0	0	0.1237	0	2.84156	0.10504	0	0	0	1.05682	0.01652	0	0	0	0	0.93873	0	0.00793	1.59937	0.0103	0	0.00294	0	0.30528	0.11071	0	0	0	0.04607
Ruminococcus_gnavus	0.00195	0.40032	0.02386	0	0	0.04538	0	0	0	1.58518	0	0.88126	0	0	1.84023	0.04487	0	0.02692	0.01409	0	0	0	0.45729	0.02218	0.15823	0	0	0.00911	1.98275	2.31339	0	0	0	0	0	0	0.00895	0.07952	0.17438	0.15354	0.00278	0.13661	0	0.23382	0.13265	0	0.00701	0	0.33703	0	0	0	0.44186	0.19657	0.09625	0.01858	1.61982	0.0672	0.01571	2.33558	0.42324	0.01252	0.31254	0	0	0.3984	0	0	0.2734	0.26828	0.4313	0	0	1.3916	0	0.02962	0	0	0.0112	0	0.00821	0.00196	0.01625	0	0.08818	0	0.27126	0	0.01269	0.14665	0
Firmicutes_bacterium_CAG_83	0.41893	0	0.01282	0.26263	0.18896	0	0.04505	0	0.00477	0.04734	0.26532	0	0.05836	0.02862	0	0.29189	0.03089	0.20729	0.05488	0.00697	0	0	0	0	0.47127	1.0861	0.04861	0.00727	0.18945	0	0.0503	0.00593	0.02662	0.02074	0.00766	0.18862	8.09845	0	0	0	0.01137	0	0.03312	0	1.0064	0.00153	0	0.23927	0	0.09229	0	0.0292	0	0.01404	0.00993	0	0	0.0157	0.03371	0.0028	0	0.02427	0	0.00628	0	0	0.13789	0.03026	0	0.25853	0	0	0.13345	0.05833	0.0216	0.04673	0.18637	0.23368	2.74763	0.00601	0.30615	0.0023	0.37322	0.13231	0.38681	0.47487	0.33623	0.11298	0	0	0.31103
Clostridium_sp_CAG_567	0	0	0	0	0	0	0	0	0	3.27254	0	0	0	5.54159	0	0	0	0	1.86836	0	0	0	0	0	0	0	0	0	0	0	0	7.79062	0	0.22131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03264	0	0	0	0	0	0	0	0	0	0	0	0.00686	0	0	0	0	0	0	0	0.03932	0	0	0	0	0.75131	0	0.04743	0	0	0	0	0.00596	0.0007	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_124	0.25518	0	0	0.01693	0	0	0	0.04366	0.95229	1.06506	0	0	0.30763	0.00841	0	0.07986	0	0	1.29509	0	0	0.02983	0	1.53181	6.63748	0.03316	0.07766	0	0	0	0	0	0.02577	0.32758	0.01293	0	0	0	0	0	0	0	0.62686	0	0	0	0	0.04021	0	0.06649	0.02888	0	0	0	0.03974	0	0	0	0	0.03871	0	0.00506	0	0	0.00541	0	0	0.04382	0	0	0	0.66907	1.43028	0.00251	0.01861	0.08065	0	0.02868	0	0.43812	1.08421	0	0.00212	0.14778	1.09785	0.72193	0.00608	0.05523	0	0	0
Eubacterium_sp_CAG_251	0	0	0.02194	0.25677	0	0	0	0	0	0	0	0	0.37757	0	0	0	0	0	0	5.27658	0	0	0.05439	0.49298	0.10706	0	0	0.33103	0.51033	0	0	0	0	0	0	2.25872	0	0	0	0	0.01758	0	0.07664	0	0	1.58585	0	0.57767	2.06096	0	0	0	0	0	0	0	0	0	1.17876	0.08692	0	0	0.00557	0	0	0	0	0	0	1.01726	0	0	0	0	0	0.05375	0	0	0.16932	0	0	0.60314	0.82344	0.78905	0.03255	0	0.24515	0	0	0	0
Coprococcus_catus	0.20125	0	0.08695	0.04159	0.115	0	0.03111	0.39701	0.03981	0.08988	1.07033	0	0.08275	0.26059	0	0.45148	0.01298	0	0.05837	0	0	0.07711	0	0.05048	0.01517	0.03741	0.01984	0	0	2.88474	0.00314	0.00478	0.01499	0.04852	0	0.02208	0.18307	0	0.0405	0	0.00229	0.05275	0.12404	0	0.00966	0.00242	0	0.02126	0.01103	0.15129	0.04173	0.00367	0	0	0.03572	0.07237	0.18542	0	0.00841	0.0004	0	0.0469	0.01028	0.56693	0	0	0.00099	0	0	0	0.14056	0.76869	0.6053	0.3246	0.58937	1.30602	0.35817	0.38844	0.67739	0.15961	0.50214	1.04066	2.1392	0.30129	0.39411	1.06049	0.03415	0.30172	0.17002	0.09801	0.66159
Coprococcus_comes	0.27356	0.019	0.21869	0.04272	0.68652	0.04649	0.0641	0.53331	0	0.02917	0.187	0	0.29159	0.05435	0.47267	0.22171	0	0.0364	0.13789	0.01009	0	0.00305	0	0	0.05043	0.00503	0	0.00451	0	0.03628	0.027	0.01219	0.06788	0.03014	0.10471	0.00826	0.16278	0.01952	0.1452	0.26298	0.00844	0.04837	0.09505	0	0.04595	0.0141	0	0.05514	0.68155	0.50158	0.06279	0.00733	0	0	0.0236	0.1854	0.07609	0.01092	0.01842	0	0.52602	0.12855	0	0.07134	0.34714	0	0	0	0.10284	0	0	0.81431	0.48744	0.64072	0.6271	1.34728	0.89302	1.44008	0.43289	0.42505	1.15573	1.56265	0.92499	0.25362	0	0.30733	0.0387	0.28275	0	0.78326	0.66511
